"dt","buyer_country","buyer_region","seller_country","seller_region","logistics_provider","parcel_qty","sum_apt","sum_bwt"
"2026-01-09","ID","Bali","ID","South Sulawesi","Pos Indonesia","21615","18885.13","67323.13"
"2026-01-09","TH","Korat","TH","Nonthaburi","J&T","29123","17229.49","44887.68"
"2026-01-09","MY","Johor","MY","Pahang","J&T","38139","29723.25","66692.96"
"2026-01-09","TH","Korat","TH","Khon Kaen","Kerry Express","11372","10409.33","21850.16"
"2026-01-09","TH","Surat Thani","TH","Songkhla","Ninja Van","23954","19686.69","50361.16"
"2026-01-09","ID","Bali","ID","West Java","Pos Indonesia","28313","18122.34","107426.31"
"2026-01-09","ID","South Sulawesi","ID","West Java","Pos Indonesia","38596","23579.64","208102.9"
"2026-01-09","ID","South Sulawesi","ID","Jakarta","Pos Indonesia","19885","12493.74","121683.8"
"2026-01-09","ID","Central Java","ID","South Sulawesi","Pos Indonesia","42136","37446.66","154140.68"
"2026-01-09","TH","BKK","TH","Korat","Kerry Express","16299","10680.25","32331.81"
"2026-01-09","ID","Central Java","ID","Central Java","J&T","32547","22733.79","36781.86"
"2026-01-09","PH","Central Visayas","PH","Bicol Region","J&T","17572","15495.76","32588.86"
"2026-01-09","ID","South Sulawesi","ID","South Sulawesi","Ninja Van","37067","31182.09","46641.61"
"2026-01-09","ID","South Sulawesi","ID","East Java","Ninja Van","39328","28437.67","156846.77"
"2026-01-09","ID","Central Java","ID","Jakarta","SiCepat","33438","20542.8","88947.99"
"2026-01-09","ID","Central Java","ID","East Java","Ninja Van","14634","10388.62","25513.07"
"2026-01-09","ID","Central Java","ID","West Java","DHL","29709","16818.29","56913.36"
"2026-01-09","PH","Central Visayas","PH","NCR","DHL","12330","7208.27","31589.9"
"2026-01-09","PH","Central Visayas","PH","Northern Mindanao","LBC Express","12259","9377.51","23621.5"
"2026-01-09","PH","SOCCSKSARGEN","PH","SOCCSKSARGEN","2GO Express","31117","24119.82","41669.36"
"2026-01-09","PH","SOCCSKSARGEN","PH","NCR","Ninja Van","35439","22284.41","163703.89"
"2026-01-09","TH","Khon Kaen","TH","Nonthaburi","J&T","12858","7565.56","28676.09"
"2026-01-09","TH","Khon Kaen","TH","Chonburi","Ninja Van","16590","11090.27","39832.24"
"2026-01-09","TH","Khon Kaen","TH","Nakhon Sawan","Kerry Express","26769","21850.44","72199.56"
"2026-01-09","PH","SOCCSKSARGEN","PH","Ilocos Region","2GO Express","25147","22572.69","128525.82"
"2026-01-09","TH","Korat","TH","Phuket","Kerry Express","20675","14986.97","86043.83"
"2026-01-09","TH","Khon Kaen","TH","Korat","Ninja Van","23928","16006.99","40100.63"
"2026-01-09","TH","Korat","TH","Chonburi","Ninja Van","10543","7226.1","16629.21"
"2026-01-09","PH","SOCCSKSARGEN","PH","Northern Mindanao","2GO Express","14495","10629.4","28726.52"
"2026-01-09","TH","Khon Kaen","TH","Songkhla","Kerry Express","23605","20249.31","135547.96"
"2026-01-09","TH","Khon Kaen","TH","Chiang Mai","FedEx","38222","30508.12","96996.31"
"2026-01-09","ID","Bali","ID","Banten","DHL","14026","8793.05","60809.89"
"2026-01-09","PH","SOCCSKSARGEN","PH","Central Luzon","LBC Express","27353","19948.88","173844.99"
"2026-01-09","PH","SOCCSKSARGEN","PH","Calabarzon","2GO Express","14775","9403.3","66410.38"
"2026-01-09","PH","SOCCSKSARGEN","PH","West Visayas","DHL","27541","15674.67","87678.36"
"2026-01-09","TH","Khon Kaen","TH","Phuket","J&T","21936","13693.63","103715.0"
"2026-01-09","ID","North Sumatra","ID","Banten","Pos Indonesia","23977","15300.3","142878.62"
"2026-01-09","PH","Ilocos Region","PH","NCR","J&T","39772","24677.56","71901.43"
"2026-01-09","MY","Pahang","MY","Perak","J&T","21793","17755.86","41278.45"
"2026-01-09","PH","Ilocos Region","PH","SOCCSKSARGEN","DHL","9007","6641.2","44508.83"
"2026-01-09","PH","Ilocos Region","PH","Calabarzon","2GO Express","18142","12031.98","33646.81"
"2026-01-09","MY","Johor","MY","Kedah","FedEx","33873","26610.6","90652.26"
"2026-01-09","PH","NCR","PH","NCR","2GO Express","20858","13480.17","21972.65"
"2026-01-09","TH","Nakhon Sawan","TH","Korat","FedEx","12550","7900.85","24698.58"
"2026-01-09","PH","","PH","Northern Mindanao","LBC Express","27774","21435.82","153219.72"
"2026-01-09","TH","BKK","TH","Nonthaburi","J&T","40158","23379.43","40185.67"
"2026-01-09","MY","Selangor","MY","Penang","J&T","33396","23780.62","59288.5"
"2026-01-09","TH","Nakhon Sawan","TH","Khon Kaen","Kerry Express","31749","29202.89","92984.19"
"2026-01-09","PH","Ilocos Region","PH","Central Visayas","LBC Express","16907","13954.05","81895.44"
"2026-01-09","MY","Perak","MY","Johor","J&T","35013","25195.06","87920.9"
"2026-01-09","ID","North Sumatra","ID","West Java","J&T","38481","22079.81","250182.92"
"2026-01-09","ID","North Sumatra","ID","North Sumatra","Pos Indonesia","22747","15621.13","28424.63"
"2026-01-09","PH","Ilocos Region","PH","Central Luzon","DHL","35502","25014.86","56545.46"
"2026-01-09","PH","Ilocos Region","PH","Ilocos Region","J&T","9602","8366.59","12404.6"
"2026-01-09","MY","Pahang","MY","Selangor","Ninja Van","26050","20073.07","44472.28"
"2026-01-09","PH","Central Visayas","PH","Central Luzon","Ninja Van","20502","14509.93","57455.56"
"2026-01-09","MY","Perak","MY","Selangor","Pos Malaysia","36170","28397.73","75944.62"
"2026-01-09","TH","Nakhon Sawan","TH","Chonburi","FedEx","27343","17885.34","58900.52"
"2026-01-09","TH","BKK","TH","Phuket","Ninja Van","41585","25855.67","121950.94"
"2026-01-09","TH","Nakhon Sawan","TH","Surat Thani","J&T","31766","26927.46","116297.94"
"2026-01-09","TH","Nakhon Sawan","TH","BKK","J&T","26821","15455.72","52734.07"
"2026-01-09","TH","Nakhon Sawan","TH","Nonthaburi","Ninja Van","30375","18207.26","23565.15"
"2026-01-09","MY","Selangor","MY","Sarawak","Pos Malaysia","30053","26982.12","138176.48"
"2026-01-09","MY","Sabah","MY","Pahang","Pos Malaysia","13064","11037.86","105341.36"
"2026-01-09","ID","South Sulawesi","ID","Central Java","J&T","36769","26086.36","174475.46"
"2026-01-09","TH","BKK","TH","Nakhon Sawan","Ninja Van","40008","28858.37","60657.54"
"2026-01-09","TH","Surat Thani","TH","Chonburi","Kerry Express","13704","9775.46","48471.94"
"2026-01-09","TH","Surat Thani","TH","Surat Thani","J&T","33097","27699.91","40307.89"
"2026-01-09","TH","Surat Thani","TH","Khon Kaen","J&T","30523","26134.85","126709.12"
"2026-01-09","ID","Bali","ID","East Java","Pos Indonesia","32826","24155.18","72188.57"
"2026-01-09","TH","BKK","TH","Chiang Mai","Kerry Express","32688","28193.55","107543.77"
"2026-01-09","PH","West Visayas","PH","Bicol Region","LBC Express","9417","9186.79","21860.37"
"2026-01-09","ID","Riau","ID","West Java","Pos Indonesia","37938","23441.01","188756.24"
"2026-01-09","ID","Central Java","ID","Banten","Pos Indonesia","29652","19233.07","67993.7"
"2026-01-09","TH","BKK","TH","Songkhla","Ninja Van","37387","30282.46","113371.54"
"2026-01-09","ID","South Sulawesi","ID","Riau","Pos Indonesia","27149","20304.1","217407.69"
"2026-01-09","PH","NCR","PH","Calabarzon","2GO Express","25549","16657.09","27007.69"
"2026-01-09","ID","Riau","ID","East Java","SiCepat","31875","22294.14","264324.14"
"2026-01-09","MY","Kuala Lumpur","MY","Kuala Lumpur","Pos Malaysia","35056","25091.24","47111.75"
"2026-01-09","MY","Sarawak","MY","Pahang","J&T","31070","23794.17","114862.52"
"2026-01-09","ID","Riau","ID","South Sulawesi","Pos Indonesia","27395","25129.86","226470.12"
"2026-01-09","TH","Nonthaburi","TH","Nonthaburi","Ninja Van","33319","20003.17","34831.16"
"2026-01-09","MY","Selangor","MY","Selangor","FedEx","37750","27067.53","40629.61"
"2026-01-09","MY","Selangor","MY","Perak","Ninja Van","23723","19006.58","33971.29"
"2026-01-09","MY","Selangor","MY","Sabah","DHL","37708","32394.1","209868.42"
"2026-01-09","PH","West Visayas","PH","Central Visayas","Ninja Van","38277","29465.49","53680.76"
"2026-01-09","ID","Riau","ID","Bali","J&T","24788","18446.01","185491.46"
"2026-01-09","ID","Riau","ID","Jakarta","J&T","37435","23126.38","169398.84"
"2026-01-09","MY","Sarawak","MY","Selangor","Ninja Van","22806","16668.65","93519.68"
"2026-01-09","TH","","TH","Surat Thani","Kerry Express","37200","34094.67","216291.64"
"2026-01-09","ID","West Java","ID","Riau","Ninja Van","31039","24468.84","121163.89"
"2026-01-09","ID","West Java","ID","Banten","SiCepat","35937","22422.84","66279.38"
"2026-01-09","MY","Sarawak","MY","Kedah","J&T","36891","31299.29","188974.18"
"2026-01-09","ID","South Sulawesi","ID","Banten","Pos Indonesia","30863","19729.63","181753.52"
"2026-01-09","MY","Penang","MY","Pahang","Pos Malaysia","24948","20912.23","66088.24"
"2026-01-09","ID","East Java","ID","Unknown","J&T","18875","11232.74","87715.02"
"2026-01-09","ID","East Java","ID","South Sulawesi","J&T","42033","34196.65","138402.08"
"2026-01-09","ID","North Sumatra","ID","East Java","J&T","28793","19845.95","218193.85"
"2026-01-09","MY","Penang","MY","Negeri Sembilan","Pos Malaysia","19604","16429.01","46348.01"
"2026-01-09","PH","West Visayas","PH","Northern Mindanao","DHL","32433","24489.36","60949.62"
"2026-01-09","PH","West Visayas","PH","West Visayas","J&T","39315","23075.75","41757.86"
"2026-01-09","PH","Central Visayas","PH","Calabarzon","LBC Express","17661","11709.8","54587.55"
"2026-01-09","TH","Chonburi","TH","Nonthaburi","J&T","13317","7892.88","15812.8"
"2026-01-09","TH","Chonburi","TH","Phuket","DHL","24927","15418.33","73592.56"
"2026-01-09","TH","Chonburi","TH","BKK","J&T","36879","21371.61","43137.85"
"2026-01-09","TH","Chonburi","TH","Korat","J&T","19573","12183.75","30673.22"
"2026-01-09","TH","Chonburi","TH","Chiang Mai","Ninja Van","26725","21697.41","382127.09"
"2026-01-09","PH","Central Luzon","PH","Central Luzon","Ninja Van","24679","17906.02","28434.91"
"2026-01-09","PH","Calabarzon","PH","Calabarzon","J&T","29339","19170.77","31645.08"
"2026-01-09","PH","Calabarzon","PH","Ilocos Region","Ninja Van","19102","17249.04","31326.3"
"2026-01-09","PH","Central Luzon","PH","NCR","Ninja Van","31441","19783.45","34624.55"
"2026-01-09","ID","Banten","ID","North Sumatra","Pos Indonesia","36273","25099.68","176242.54"
"2026-01-09","PH","West Visayas","PH","Calabarzon","2GO Express","17602","11677.58","37232.79"
"2026-01-09","PH","Ilocos Region","PH","Bicol Region","J&T","24743","21712.31","67160.56"
"2026-01-09","MY","Sabah","MY","Johor","J&T","14999","10729.13","98074.65"
"2026-01-09","MY","Sabah","MY","Sarawak","Ninja Van","36768","32022.42","148326.03"
"2026-01-09","TH","Unknown","TH","Songkhla","DHL","35977","28397.34","164609.0"
"2026-01-09","ID","Banten","ID","East Java","SiCepat","24132","16374.36","98476.81"
"2026-01-09","MY","Sabah","MY","Penang","J&T","12171","8843.95","87981.35"
"2026-01-09","MY","Sabah","MY","Negeri Sembilan","Pos Malaysia","37287","30574.21","310689.53"
"2026-01-09","MY","Sabah","MY","Kuala Lumpur","Pos Malaysia","12311","8879.06","110916.66"
"2026-01-09","TH","Phuket","TH","Chonburi","Ninja Van","31984","20440.85","95586.03"
"2026-01-09","PH","Calabarzon","PH","Northern Mindanao","J&T","37502","28826.81","119398.18"
"2026-01-09","TH","Phuket","TH","Nakhon Sawan","Ninja Van","9767","7265.14","35560.93"
"2026-01-09","PH","Central Luzon","PH","SOCCSKSARGEN","J&T","37109","27685.87","143570.73"
"2026-01-09","TH","Phuket","TH","Chiang Mai","DHL","10816","8249.6","48440.15"
"2026-01-09","MY","Kedah","MY","Perak","Ninja Van","31569","26723.54","51885.73"
"2026-01-09","MY","Kedah","MY","Negeri Sembilan","Pos Malaysia","18812","16447.64","54954.56"
"2026-01-09","TH","Phuket","TH","Nonthaburi","Kerry Express","16597","10571.4","58199.37"
"2026-01-09","MY","Kedah","MY","Selangor","J&T","29308","22389.93","67152.53"
"2026-01-09","TH","Phuket","TH","Korat","Kerry Express","24858","16002.05","112568.81"
"2026-01-09","MY","Kedah","MY","Penang","Ninja Van","21261","16017.35","29549.7"
"2026-01-09","TH","Phuket","TH","Khon Kaen","Ninja Van","23727","20339.48","97678.28"
"2026-01-09","TH","Nakhon Sawan","TH","Nakhon Sawan","Ninja Van","9932","7453.23","12345.81"
"2026-01-09","MY","Kedah","MY","Sarawak","Pos Malaysia","33122","30586.82","197886.13"
"2026-01-09","TH","Phuket","TH","BKK","J&T","29462","16677.38","85639.89"
"2026-01-09","MY","Kedah","MY","Johor","Pos Malaysia","24576","18906.78","98384.73"
"2026-01-09","ID","East Java","ID","East Java","J&T","23062","15896.09","24943.07"
"2026-01-09","MY","Kedah","MY","Kedah","J&T","11327","10456.05","13226.78"
"2026-01-09","MY","Sabah","MY","Selangor","J&T","25794","19097.23","184859.08"
"2026-01-09","MY","Sabah","MY","Perak","J&T","30602","24485.34","216587.38"
"2026-01-09","PH","Calabarzon","PH","Uknown","LBC Express","13992","9730.57","77721.36"
"2026-01-09","MY","Selangor","MY","Johor","Pos Malaysia","23189","17323.24","53441.0"
"2026-01-09","ID","North Sumatra","ID","Bali","SiCepat","39594","28288.24","450490.19"
"2026-01-09","MY","Penang","MY","Sarawak","Pos Malaysia","21819","19926.81","116193.04"
"2026-01-09","TH","Songkhla","TH","BKK","FedEx","12004","6847.21","39701.04"
"2026-01-09","PH","NCR","PH","Bicol Region","2GO Express","32765","29952.18","59404.36"
"2026-01-09","MY","Perak","MY","Penang","Pos Malaysia","16913","12502.8","32718.89"
"2026-01-09","ID","West Java","ID","South Sulawesi","DHL","42218","34085.11","190140.93"
"2026-01-09","ID","West Java","ID","West Java","J&T","13910","8267.88","14646.66"
"2026-01-09","ID","West Java","ID","North Sumatra","DHL","13805","8982.23","73169.57"
"2026-01-09","MY","Penang","MY","Kuala Lumpur","Ninja Van","23719","16888.13","44235.07"
"2026-01-09","MY","Penang","MY","Selangor","Pos Malaysia","23051","19087.41","50367.88"
"2026-01-09","ID","Unknown","ID","Riau","Pos Indonesia","34313","26443.75","152368.27"
"2026-01-09","ID","Unknown","ID","Banten","J&T","11455","7085.82","50284.18"
"2026-01-09","TH","Surat Thani","TH","BKK","J&T","34351","20085.54","105000.33"
"2026-01-09","ID","East Java","ID","Banten","DHL","29253","17577.53","90728.07"
"2026-01-09","MY","Selangor","MY","Kuala Lumpur","Ninja Van","11915","8212.05","12503.11"
"2026-01-09","MY","Johor","MY","Negeri Sembilan","DHL","14160","10050.2","22764.65"
"2026-01-09","TH","Surat Thani","TH","Phuket","Kerry Express","33153","22969.77","74696.76"
"2026-01-09","ID","West Java","ID","Bali","Pos Indonesia","22700","17142.03","75218.47"
"2026-01-09","ID","Bali","ID","North Sumatra","J&T","13651","9338.81","115309.48"
"2026-01-09","MY","Kuala Lumpur","MY","Sabah","DHL","28225","23186.33","151196.07"
"2026-01-09","ID","Riau","ID","Banten","Pos Indonesia","10019","6919.92","43227.18"
"2026-01-09","MY","Pahang","MY","Kedah","Ninja Van","13149","11697.49","29769.23"
"2026-01-09","MY","Pahang","MY","Johor","J&T","17945","12920.57","33495.52"
"2026-01-09","PH","Northern Mindanao","PH","Calabarzon","LBC Express","14155","9731.16","71751.52"
"2026-01-09","MY","Pahang","MY","Negeri Sembilan","Pos Malaysia","30721","26400.56","63195.61"
"2026-01-09","ID","Banten","ID","Jakarta","Pos Indonesia","26734","16740.07","32173.53"
"2026-01-09","MY","Pahang","MY","Sarawak","DHL","20402","16455.68","76010.64"
"2026-01-09","TH","Surat Thani","TH","Nakhon Sawan","J&T","28192","20631.43","105533.01"
"2026-01-09","TH","Surat Thani","TH","Nonthaburi","Ninja Van","32152","19839.34","100016.37"
"2026-01-09","ID","Jakarta","ID","Jakarta","J&T","42068","26678.98","48000.13"
"2026-01-09","MY","Kedah","MY","Kuala Lumpur","Pos Malaysia","14367","10948.84","41412.59"
"2026-01-09","TH","Nakhon Sawan","TH","Songkhla","Kerry Express","14960","12836.83","86833.04"
"2026-01-09","MY","Pahang","MY","Sabah","Ninja Van","15531","15310.78","82183.11"
"2026-01-09","MY","Pahang","MY","Pahang","Ninja Van","35097","28246.95","41248.69"
"2026-01-09","MY","Kuala Lumpur","MY","Penang","Pos Malaysia","36459","26364.63","81893.69"
"2026-01-09","TH","Nakhon Sawan","TH","Chiang Mai","J&T","31314","25192.8","77599.28"
"2026-01-09","ID","Jakarta","ID","Riau","DHL","22045","16151.43","80313.87"
"2026-01-09","TH","Nonthaburi","TH","Nakhon Sawan","Ninja Van","30948","23425.92","50132.21"
"2026-01-09","MY","Negeri Sembilan","MY","Sarawak","Ninja Van","14946","13198.05","61654.7"
"2026-01-09","MY","Kuala Lumpur","MY","Pahang","Ninja Van","33321","25717.43","52149.79"
"2026-01-09","MY","Negeri Sembilan","MY","Selangor","Pos Malaysia","30591","23580.52","50465.39"
"2026-01-09","MY","Negeri Sembilan","MY","Sabah","Ninja Van","16495","14917.32","103820.68"
"2026-01-09","TH","Nonthaburi","TH","Khon Kaen","Ninja Van","25293","21922.95","50502.22"
"2026-01-09","MY","Kuala Lumpur","MY","Negeri Sembilan","Ninja Van","28698","22220.0","31096.65"
"2026-01-09","PH","Northern Mindanao","PH","Central Luzon","LBC Express","21527","16481.67","114504.31"
"2026-01-09","PH","Bicol Region","PH","NCR","DHL","16864","10290.69","34216.36"
"2026-01-09","TH","Khon Kaen","TH","BKK","Ninja Van","11295","6636.79","27010.85"
"2026-01-09","ID","Jakarta","ID","North Sumatra","Pos Indonesia","27944","20738.21","144229.04"
"2026-01-09","ID","Jakarta","ID","Central Java","Pos Indonesia","39631","29722.3","84244.88"
"2026-01-09","ID","Jakarta","ID","West Java","Ninja Van","15500","9874.55","19841.18"
"2026-01-09","TH","Uknown","TH","Unknown","Ninja Van","31931","23030.09","138843.53"
"2026-01-09","MY","Johor","MY","Perak","Pos Malaysia","26588","22449.8","77965.16"
"2026-01-09","PH","SOCCSKSARGEN","PH","Central Visayas","Ninja Van","9685","7047.37","27513.2"
"2026-01-09","MY","Sabah","MY","Sabah","Pos Malaysia","37372","36766.42","60980.41"
"2026-01-09","PH","Bicol Region","PH","Ilocos Region","J&T","25836","22168.12","63290.63"
"2026-01-09","TH","Unknown","TH","Phuket","FedEx","13000","8262.28","57501.8"
"2026-01-09","ID","East Java","ID","Jakarta","SiCepat","38955","23133.81","140298.18"
"2026-01-09","TH","Songkhla","TH","Phuket","Ninja Van","30495","19436.7","58414.61"
"2026-01-09","ID","Jakarta","ID","South Sulawesi","J&T","9949","8368.81","51121.02"
"2026-01-09","MY","Johor","MY","Selangor","Pos Malaysia","14155","10693.71","33882.85"
"2026-01-09","MY","Penang","MY","Penang","Pos Malaysia","29178","21719.82","40288.23"
"2026-01-09","TH","Surat Thani","TH","Chiang Mai","J&T","20773","16727.0","95861.37"
"2026-01-09","MY","Sarawak","MY","Sabah","Ninja Van","35085","32310.11","127146.13"
"2026-01-09","PH","Central Visayas","PH","Central Visayas","2GO Express","26438","19400.67","26458.87"
"2026-01-09","PH","West Visayas","PH","Central Luzon","2GO Express","38665","29130.89","90379.39"
"2026-01-09","ID","Banten","ID","West Java","Pos Indonesia","34240","20625.13","49645.37"
"2026-01-09","PH","Bicol Region","PH","Central Luzon","LBC Express","28616","21152.21","84259.68"
"2026-01-09","ID","East Java","ID","Riau","Pos Indonesia","43115","33054.24","225088.23"
"2026-01-09","MY","Johor","MY","Sarawak","Ninja Van","18026","14827.55","54922.07"
"2026-01-09","PH","Bicol Region","PH","Bicol Region","J&T","14888","12892.81","18313.49"
"2026-01-09","PH","Bicol Region","PH","West Visayas","J&T","37051","21825.51","80963.48"
"2026-01-09","TH","Nonthaburi","TH","Chonburi","J&T","10356","6960.7","12740.51"
"2026-01-09","PH","Bicol Region","PH","Calabarzon","LBC Express","23787","15620.42","61471.93"
"2026-01-09","TH","Chiang Mai","TH","Khon Kaen","Ninja Van","34931","29913.28","97715.61"
"2026-01-09","TH","Chiang Mai","TH","Songkhla","J&T","10484","8163.88","53111.41"
"2026-01-09","TH","Chiang Mai","TH","Uknown","Kerry Express","0","0.0","0.0"
"2026-01-09","TH","Chiang Mai","TH","Korat","Ninja Van","15664","10032.69","43013.13"
"2026-01-09","TH","Chiang Mai","TH","Chonburi","Kerry Express","16768","11813.86","64040.43"
"2026-01-09","TH","Chiang Mai","TH","Nakhon Sawan","Ninja Van","25390","18646.73","57312.2"
"2026-01-09","TH","Chiang Mai","TH","Nonthaburi","Ninja Van","19667","12204.89","59934.47"
"2026-01-09","ID","Banten","ID","Banten","Pos Indonesia","24522","16392.67","27392.69"
"2026-01-09","PH","Northern Mindanao","PH","West Visayas","LBC Express","36873","23122.68","32301.92"
"2026-01-09","PH","Northern Mindanao","PH","SOCCSKSARGEN","J&T","34785","25255.61","71857.06"
"2026-01-09","PH","Northern Mindanao","PH","Ilocos Region","2GO Express","9198","8597.82","39922.86"
"2026-01-09","TH","Nonthaburi","TH","Korat","J&T","9308","5816.73","15076.88"
"2026-01-09","MY","Perak","MY","Pahang","DHL","28762","20899.7","55158.91"
"2026-01-09","TH","Korat","TH","Songkhla","Ninja Van","31570","25696.1","104122.73"
"2026-01-09","ID","Banten","ID","Central Java","Ninja Van","19123","14479.39","42492.46"
"2026-01-09","TH","Korat","TH","BKK","J&T","10144","5979.18","16453.65"
"2026-01-09","TH","Nonthaburi","TH","Surat Thani","Kerry Express","33331","28981.49","101467.71"
"2026-01-09","PH","Northern Mindanao","PH","NCR","Ninja Van","11334","7633.29","43632.93"
"2026-01-09","TH","Nonthaburi","TH","BKK","Kerry Express","26493","16434.43","34203.01"
"2026-01-09","ID","Riau","ID","North Sumatra","Ninja Van","18688","13308.51","51095.39"
"2026-01-09","PH","Northern Mindanao","PH","Central Visayas","LBC Express","28111","23364.86","20613.3"
"2026-01-09","MY","Perak","MY","Kuala Lumpur","Pos Malaysia","21841","15731.98","46566.07"
"2026-01-09","MY","Kuala Lumpur","MY","Selangor","J&T","20438","14712.02","21283.48"
"2026-01-09","ID","Bali","ID","Riau","SiCepat","29443","22107.95","277626.95"
"2026-01-09","MY","Pahang","MY","Penang","J&T","14775","10711.71","31980.23"
"2026-01-09","ID","Banten","ID","Bali","Pos Indonesia","39339","29390.15","155390.33"
"2026-01-09","PH","NCR","PH","Central Luzon","Ninja Van","32100","23072.32","34782.07"
"2026-01-09","PH","Ilocos Region","PH","Northern Mindanao","Ninja Van","22176","16765.59","96540.19"
"2026-01-09","TH","Nonthaburi","TH","Phuket","J&T","12228","7941.21","36272.4"
"2026-01-09","MY","Kuala Lumpur","MY","Sarawak","FedEx","11203","8641.22","40946.97"
"2026-01-09","MY","Johor","MY","Sabah","Ninja Van","30037","27300.7","147886.77"
"2026-01-09","TH","Songkhla","TH","Chonburi","J&T","28204","18104.7","88972.69"
"2026-01-09","PH","West Visayas","PH","SOCCSKSARGEN","Ninja Van","32894","24584.27","82322.72"
"2026-01-09","ID","Riau","ID","Central Java","Pos Indonesia","12380","9185.19","66808.58"
"2026-01-09","MY","Sarawak","MY","Penang","J&T","11200","8046.53","52585.81"
"2026-01-09","ID","West Java","ID","Central Java","Pos Indonesia","15714","11426.08","29660.76"
"2026-01-10","TH","Chiang Mai","TH","Chiang Mai","Ninja Van","15412","15960.15","21736.29"
"2026-01-10","TH","BKK","TH","Chonburi","J&T","27068","20091.88","37763.72"
"2026-01-10","PH","Central Visayas","PH","SOCCSKSARGEN","J&T","23174","18803.01","57448.0"
"2026-01-10","PH","Northern Mindanao","PH","SOCCSKSARGEN","Ninja Van","22004","19213.85","51779.87"
"2026-01-10","TH","Chiang Mai","TH","Songkhla","J&T","17502","16689.55","110394.04"
"2026-01-10","TH","Chiang Mai","TH","Korat","Kerry Express","10089","7187.96","40513.87"
"2026-01-10","TH","BKK","TH","Songkhla","J&T","20303","19625.3","68706.95"
"2026-01-10","ID","Bali","ID","Bali","DHL","8221","7111.37","11945.26"
"2026-01-10","TH","Korat","TH","Surat Thani","J&T","15936","14959.39","57346.04"
"2026-01-10","TH","Korat","TH","BKK","J&T","17956","13064.73","34027.99"
"2026-01-10","TH","Korat","TH","Khon Kaen","Kerry Express","24382","25665.32","49407.95"
"2026-01-10","TH","Korat","TH","Phuket","Ninja Van","15385","11555.59","61080.53"
"2026-01-10","MY","Johor","MY","Penang","Pos Malaysia","19329","16791.93","70282.07"
"2026-01-10","MY","Johor","MY","Sabah","Pos Malaysia","26496","27803.44","188641.5"
"2026-01-10","ID","Bali","ID","Banten","SiCepat","19162","14146.18","130826.7"
"2026-01-10","TH","Korat","TH","Chiang Mai","J&T","25973","25363.43","72240.12"
"2026-01-10","ID","Bali","ID","Central Java","J&T","18124","14520.21","60201.39"
"2026-01-10","MY","Johor","MY","Sarawak","Pos Malaysia","10653","10729.62","46862.21"
"2026-01-10","TH","Songkhla","TH","BKK","Kerry Express","7292","5311.32","35669.84"
"2026-01-10","TH","Songkhla","TH","Chiang Mai","Kerry Express","17944","19106.78","135380.49"
"2026-01-10","ID","Banten","ID","Jakarta","Pos Indonesia","23360","17035.94","31631.31"
"2026-01-10","ID","Banten","ID","North Sumatra","Pos Indonesia","23197","19586.6","122919.09"
"2026-01-10","PH","NCR","PH","Central Luzon","LBC Express","23229","20240.98","36723.24"
"2026-01-10","PH","NCR","PH","Calabarzon","LBC Express","9465","7288.84","15046.78"
"2026-01-10","PH","NCR","PH","West Visayas","Ninja Van","20042","14328.99","54291.1"
"2026-01-10","PH","NCR","PH","Central Visayas","DHL","7719","6754.91","22408.92"
"2026-01-10","PH","SOCCSKSARGEN","PH","West Visayas","2GO Express","18353","13261.44","66064.75"
"2026-01-10","PH","NCR","PH","Bicol Region","J&T","9167","8497.53","19333.0"
"2026-01-10","MY","Kedah","MY","Kuala Lumpur","FedEx","25638","19605.56","65190.9"
"2026-01-10","PH","Bicol Region","PH","Ilocos Region","Ninja Van","21806","20870.77","64841.57"
"2026-01-10","PH","Bicol Region","PH","NCR","Ninja Van","8492","5822.52","20263.01"
"2026-01-10","PH","Bicol Region","PH","Central Luzon","DHL","27135","21058.03","70122.38"
"2026-01-10","PH","Bicol Region","PH","Bicol Region","Ninja Van","24362","22111.91","33665.44"
"2026-01-10","ID","West Java","ID","South Sulawesi","SiCepat","8591","7918.98","56895.89"
"2026-01-10","TH","Nonthaburi","TH","Phuket","Ninja Van","19011","15006.8","62693.28"
"2026-01-10","MY","Negeri Sembilan","MY","Pahang","J&T","9417","8462.8","19870.06"
"2026-01-10","TH","Songkhla","TH","Khon Kaen","Ninja Van","22038","21336.65","109822.19"
"2026-01-10","PH","Unknown","PH","Calabarzon","J&T","9176","6688.0","45295.86"
"2026-01-10","PH","Unknown","PH","Uknown","LBC Express","12932","11459.76","80909.37"
"2026-01-10","PH","Unknown","PH","Unknown","J&T","16517","12922.29","85957.81"
"2026-01-10","ID","Banten","ID","Banten","Ninja Van","25833","19737.0","31967.02"
"2026-01-10","TH","Songkhla","TH","Surat Thani","J&T","17707","16391.18","38353.17"
"2026-01-10","PH","West Visayas","PH","Central Visayas","2GO Express","9997","8971.73","16723.59"
"2026-01-10","ID","Bali","ID","South Sulawesi","DHL","16146","15193.2","54404.6"
"2026-01-10","TH","Nonthaburi","TH","Korat","Ninja Van","14204","9367.49","24332.78"
"2026-01-10","PH","Central Luzon","PH","Northern Mindanao","J&T","10527","10200.45","41476.3"
"2026-01-10","PH","Calabarzon","PH","Ilocos Region","J&T","24638","23943.43","45198.79"
"2026-01-10","PH","Northern Mindanao","PH","Northern Mindanao","Ninja Van","23516","23181.61","37328.47"
